run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s1_bola_ElephantsDream,0,0.0,4.4147,0.097,Degraded
CONT_s1_bola_ElephantsDream,1,10.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,2,20.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,3,30.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,4,40.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,5,50.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,6,60.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,7,70.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,8,80.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,9,90.0,4.2025,0,Excellent
CONT_s1_bola_ElephantsDream,10,100.0,2.3359,0,Degraded
CONT_s1_bola_ElephantsDream,11,110.0,2.2179,0,Degraded
CONT_s1_bola_ElephantsDream,12,120.0,1.6764,0,Critical
CONT_s1_bola_ElephantsDream,13,130.0,1.6764,0,Critical
CONT_s1_bola_ElephantsDream,14,140.0,2.45,0,Degraded
CONT_s1_bola_ElephantsDream,15,150.0,4.2873,0,Excellent
CONT_s1_bola_ElephantsDream,16,160.0,4.2551,0,Excellent
CONT_s1_bola_ElephantsDream,17,170.0,4.2551,0,Excellent
CONT_s1_bola_ElephantsDream,18,180.0,4.2551,0,Excellent
CONT_s1_bola_ElephantsDream,19,190.0,4.3664,0,Excellent
CONT_s1_bola_ElephantsDream,20,200.0,3.482,1.634,Critical
CONT_s1_bola_ElephantsDream,21,210.0,2.2386,0,Degraded
CONT_s1_bola_ElephantsDream,22,220.0,3.1854,0,Good
CONT_s1_bola_ElephantsDream,23,230.0,2.9367,0,Degraded
CONT_s1_bola_ElephantsDream,24,240.0,2.9367,0,Degraded
CONT_s1_bola_ElephantsDream,25,250.0,3.9503,0,Good
CONT_s1_bola_ElephantsDream,26,260.0,4.3454,0,Excellent
CONT_s1_bola_ElephantsDream,27,270.0,4.3552,0,Excellent
CONT_s1_bola_ElephantsDream,28,280.0,4.3323,0,Excellent
CONT_s1_bola_ElephantsDream,29,290.0,4.3225,0,Excellent
