run_id,window_index,t_start,mean_o22,stall_s,label
S2A_RedBullPlayStreets_rep1,0,0.0,4.2273,1.856,Critical
S2A_RedBullPlayStreets_rep1,1,10.0,4.222,0,Excellent
S2A_RedBullPlayStreets_rep1,2,20.0,4.1988,0,Excellent
S2A_RedBullPlayStreets_rep1,3,30.0,4.3517,0,Excellent
S2A_RedBullPlayStreets_rep1,4,40.0,4.3517,0,Excellent
S2A_RedBullPlayStreets_rep1,5,50.0,4.4215,0,Excellent
S2A_RedBullPlayStreets_rep1,6,60.0,4.3984,0,Excellent
S2A_RedBullPlayStreets_rep1,7,70.0,4.3984,0,Excellent
S2A_RedBullPlayStreets_rep1,8,80.0,4.4088,0,Excellent
S2A_RedBullPlayStreets_rep1,9,90.0,4.4192,0,Excellent
S2A_RedBullPlayStreets_rep1,10,100.0,4.3517,0,Excellent
S2A_RedBullPlayStreets_rep1,11,110.0,4.3517,0,Excellent
S2A_RedBullPlayStreets_rep1,12,120.0,4.3761,0,Excellent
S2A_RedBullPlayStreets_rep1,13,130.0,4.3635,0,Excellent
S2A_RedBullPlayStreets_rep1,14,140.0,4.3517,0,Excellent
S2A_RedBullPlayStreets_rep1,15,150.0,4.1372,0,Excellent
S2A_RedBullPlayStreets_rep1,16,160.0,3.9228,0,Good
S2A_RedBullPlayStreets_rep1,17,170.0,3.9228,0,Good
S2A_RedBullPlayStreets_rep1,18,180.0,4.28,0,Excellent
S2A_RedBullPlayStreets_rep1,19,190.0,4.3785,0,Excellent
S2A_RedBullPlayStreets_rep1,20,200.0,4.3517,0,Excellent
S2A_RedBullPlayStreets_rep1,21,210.0,4.3598,0,Excellent
S2A_RedBullPlayStreets_rep1,22,220.0,4.418,0,Excellent
S2A_RedBullPlayStreets_rep1,23,230.0,4.3564,0,Excellent
S2A_RedBullPlayStreets_rep1,24,240.0,4.223,0,Excellent
S2A_RedBullPlayStreets_rep1,25,250.0,3.9228,0,Good
S2A_RedBullPlayStreets_rep1,26,260.0,3.9228,0,Good
S2A_RedBullPlayStreets_rep1,27,270.0,4.1779,0,Excellent
S2A_RedBullPlayStreets_rep1,28,280.0,4.3948,0,Excellent
S2A_RedBullPlayStreets_rep1,29,290.0,4.3517,0,Excellent
