run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s7_bola_ElephantsDream,0,0.0,3.9758,3.208,Critical
CONT_s7_bola_ElephantsDream,1,10.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,2,20.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,3,30.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,4,40.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,5,50.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,6,60.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,7,70.0,4.2086,0,Excellent
CONT_s7_bola_ElephantsDream,8,80.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,9,90.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,10,100.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,11,110.0,3.7896,0,Good
CONT_s7_bola_ElephantsDream,12,120.0,3.9413,0,Good
CONT_s7_bola_ElephantsDream,13,130.0,4.3442,0,Excellent
CONT_s7_bola_ElephantsDream,14,140.0,4.3421,0,Excellent
CONT_s7_bola_ElephantsDream,15,150.0,4.3552,0,Excellent
CONT_s7_bola_ElephantsDream,16,160.0,4.3699,0,Excellent
CONT_s7_bola_ElephantsDream,17,170.0,4.3798,0,Excellent
CONT_s7_bola_ElephantsDream,18,180.0,4.1251,0,Excellent
CONT_s7_bola_ElephantsDream,19,190.0,4.3388,0,Excellent
CONT_s7_bola_ElephantsDream,20,200.0,4.3225,0,Excellent
CONT_s7_bola_ElephantsDream,21,210.0,4.3225,0,Excellent
CONT_s7_bola_ElephantsDream,22,220.0,4.1626,0,Excellent
CONT_s7_bola_ElephantsDream,23,230.0,4.0223,0,Excellent
CONT_s7_bola_ElephantsDream,24,240.0,3.9292,0,Good
CONT_s7_bola_ElephantsDream,25,250.0,3.7681,0,Good
CONT_s7_bola_ElephantsDream,26,260.0,3.7657,0,Good
CONT_s7_bola_ElephantsDream,27,270.0,3.8275,0,Good
CONT_s7_bola_ElephantsDream,28,280.0,4.3898,0,Excellent
CONT_s7_bola_ElephantsDream,29,290.0,4.387,0,Excellent
