run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s1_bola_ElephantsDream,0,0.0,4.4147,0.08,Degraded
CONT_s1_bola_ElephantsDream,1,10.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,2,20.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,3,30.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,4,40.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,5,50.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,6,60.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,7,70.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,8,80.0,4.4831,0,Excellent
CONT_s1_bola_ElephantsDream,9,90.0,4.4831,7.97,Critical
CONT_s1_bola_ElephantsDream,10,100.0,2.5991,0,Degraded
CONT_s1_bola_ElephantsDream,11,110.0,1.58,0,Critical
CONT_s1_bola_ElephantsDream,12,120.0,3.1135,0,Good
CONT_s1_bola_ElephantsDream,13,130.0,3.1025,0,Good
CONT_s1_bola_ElephantsDream,14,140.0,2.9367,0,Degraded
CONT_s1_bola_ElephantsDream,15,150.0,3.0685,0,Good
CONT_s1_bola_ElephantsDream,16,160.0,4.2551,0,Excellent
CONT_s1_bola_ElephantsDream,17,170.0,4.2591,0,Excellent
CONT_s1_bola_ElephantsDream,18,180.0,4.1902,0,Excellent
CONT_s1_bola_ElephantsDream,19,190.0,3.495,0,Good
CONT_s1_bola_ElephantsDream,20,200.0,3.7896,0,Good
CONT_s1_bola_ElephantsDream,21,210.0,3.7896,0,Good
CONT_s1_bola_ElephantsDream,22,220.0,3.1253,0,Good
CONT_s1_bola_ElephantsDream,23,230.0,2.9173,0,Degraded
CONT_s1_bola_ElephantsDream,24,240.0,2.8812,0,Degraded
CONT_s1_bola_ElephantsDream,25,250.0,2.8422,0,Degraded
CONT_s1_bola_ElephantsDream,26,260.0,2.8422,0,Degraded
CONT_s1_bola_ElephantsDream,27,270.0,3.5688,0,Good
CONT_s1_bola_ElephantsDream,28,280.0,4.2672,0,Excellent
CONT_s1_bola_ElephantsDream,29,290.0,4.2551,0,Excellent
